index,time,sleep,duration,overruns,count
2785,1711892641498089,9990,9,0,225
2786,1711892641508093,9990,9,0,226
2787,1711892641518097,9990,9,0,227
2788,1711892641528100,9990,9,0,228
2789,1711892641538105,9990,9,0,229
2790,1711892641548110,9990,9,0,230
2791,1711892641558114,9991,8,0,231
2792,1711892641568118,9990,9,0,232
2793,1711892641578122,9990,9,0,233
2794,1711892641588126,9990,9,0,234
2795,1711892641598130,9990,9,0,235
2796,1711892641608134,9990,9,0,236
2797,1711892641618138,9991,8,0,237
2798,1711892641628142,9990,9,0,238
2799,1711892641638146,9990,9,0,239
2800,1711892641648151,9990,9,0,240
2801,1711892641658155,9991,8,0,241
2802,1711892641668158,9990,9,0,242
2803,1711892641678162,9990,9,0,243
2804,1711892641688166,9990,9,0,244
2805,1711892641698170,9990,9,0,245
2806,1711892641708173,9990,9,0,246
2807,1711892641718177,9990,9,0,247
2808,1711892641728181,9990,9,0,248
2809,1711892641738185,9990,9,0,249
2810,1711892641748190,9990,9,0,250
2811,1711892641758194,9991,8,0,251
2812,1711892641768198,9990,9,0,252
2813,1711892641778203,9990,9,0,253
2814,1711892641788206,9990,9,0,254
2815,1711892641798210,9990,9,0,255
2816,1711892641808214,9990,9,0,0
2817,1711892641818217,9990,9,0,1
2818,1711892641828221,9990,9,0,2
2819,1711892641838225,9990,9,0,3
2820,1711892641848230,9990,9,0,4
2821,1711892641858234,9990,9,0,5
2822,1711892641868237,9990,9,0,6
2823,1711892641878241,9990,9,0,7
2824,1711892641888247,9990,9,0,8
2825,1711892641898253,9986,13,0,9
2826,1711892641908258,9988,11,0,10
2827,1711892641918262,9990,9,0,11
2828,1711892641928265,9990,9,0,12
2829,1711892641938269,9990,9,0,13
2830,1711892641948274,9990,9,0,14
2831,1711892641958278,9990,9,0,15
2832,1711892641968283,9990,9,0,16
2833,1711892641978287,9990,9,0,17
2834,1711892641988290,9990,9,0,18
2835,1711892641998294,9990,9,0,19
2836,1711892642008298,9990,9,0,20
2837,1711892642018302,9990,9,0,21
2838,1711892642028306,9982,17,0,22
2839,1711892642038310,9990,9,0,23
2840,1711892642048315,9990,9,0,24
2841,1711892642058319,9991,8,0,25
2842,1711892642068323,9991,9,0,26
2843,1711892642078326,9990,9,0,27
2844,1711892642088330,9990,9,0,28
2845,1711892642098334,9990,9,0,29
2846,1711892642108337,9990,9,0,30
2847,1711892642118341,9990,9,0,31
2848,1711892642128345,9990,9,0,32
2849,1711892642138349,9990,9,0,33
2850,1711892642148354,9990,9,0,34
2851,1711892642158357,9988,11,0,35
2852,1711892642168361,9990,9,0,36
2853,1711892642178365,9990,9,0,37
2854,1711892642188369,9990,9,0,38
2855,1711892642198373,9990,9,0,39
2856,1711892642208376,9991,8,0,40
2857,1711892642218380,9990,9,0,41
2858,1711892642228384,9990,9,0,42
2859,1711892642238388,9990,9,0,43
2860,1711892642248393,9990,9,0,44
2861,1711892642258396,9990,9,0,45
2862,1711892642268400,9990,9,0,46
2863,1711892642278404,9990,9,0,47
2864,1711892642288407,9990,9,0,48
2865,1711892642298411,9990,9,0,49
2866,1711892642308415,9990,9,0,50
2867,1711892642318419,9990,9,0,51
2868,1711892642328423,9991,8,0,52
2869,1711892642338426,9990,9,0,53
2870,1711892642348431,9990,9,0,54
2871,1711892642358435,9991,8,0,55
2872,1711892642368439,9990,9,0,56
2873,1711892642378442,9990,9,0,57
2874,1711892642388446,9991,8,0,58
2875,1711892642398450,9990,9,0,59
2876,1711892642408454,9990,9,0,60
2877,1711892642418457,9990,9,0,61
2878,1711892642428461,9990,9,0,62
2879,1711892642438465,9991,8,0,63
2880,1711892642448470,9990,9,0,64
2881,1711892642458474,9991,8,0,65
2882,1711892642468477,9990,9,0,66
2883,1711892642478481,9990,9,0,67
2884,1711892642488485,9990,9,0,68
2885,1711892642498494,9989,10,0,69
2886,1711892642508499,9986,13,0,70
2887,1711892642518503,9978,21,0,71
2888,1711892642528507,9990,9,0,72
2889,1711892642538511,9991,8,0,73
2890,1711892642548517,9990,9,0,74
2891,1711892642558521,9990,9,0,75
2892,1711892642568525,9990,9,0,76
2893,1711892642578529,9990,9,0,77
2894,1711892642588532,9990,9,0,78
2895,1711892642598536,9990,9,0,79
2896,1711892642608540,9990,9,0,80
2897,1711892642618544,9990,9,0,81
2898,1711892642628547,9990,9,0,82
2899,1711892642638551,9990,9,0,83
2900,1711892642648556,9990,9,0,84
2901,1711892642658560,9990,9,0,85
2902,1711892642668564,9990,9,0,86
2903,1711892642678568,9990,9,0,87
2904,1711892642688571,9990,9,0,88
2905,1711892642698575,9990,9,0,89
2906,1711892642708579,9991,8,0,90
2907,1711892642718583,9990,9,0,91
2908,1711892642728586,9990,9,0,92
2909,1711892642738591,9990,9,0,93
2910,1711892642748595,9990,9,0,94
2911,1711892642758599,9991,8,0,95
2912,1711892642768603,9990,9,0,96
2913,1711892642778607,9990,9,0,97
2914,1711892642788611,9990,9,0,98
2915,1711892642798615,9990,9,0,99
2916,1711892642808618,9990,9,0,100
2917,1711892642818622,9990,9,0,101
2918,1711892642828626,9990,9,0,102
2919,1711892642838630,9990,9,0,103
2920,1711892642848635,9990,9,0,104
2921,1711892642858639,9991,8,0,105
2922,1711892642868642,9990,9,0,106
2923,1711892642878646,9990,9,0,107
2924,1711892642888650,9990,9,0,108
2925,1711892642898654,9990,9,0,109
2926,1711892642908657,9990,9,0,110
2927,1711892642918661,9990,9,0,111
2928,1711892642928665,9990,9,0,112
2929,1711892642938669,9990,9,0,113
2930,1711892642948674,9990,9,0,114
2931,1711892642958677,9990,9,0,115
2932,1711892642968681,9990,9,0,116
2933,1711892642978685,9990,9,0,117
2934,1711892642988689,9990,9,0,118
2935,1711892642998693,9990,9,0,119
2936,1711892643008697,9990,9,0,120
2937,1711892643018700,9990,9,0,121
2938,1711892643028704,9990,9,0,122
2939,1711892643038708,9990,9,0,123
2940,1711892643048713,9990,9,0,124
2941,1711892643058718,9990,9,0,125
2942,1711892643068721,9990,9,0,126
2943,1711892643078725,9990,9,0,127
2944,1711892643088729,9990,9,0,128
2945,1711892643098733,9990,9,0,129
2946,1711892643108736,9990,9,0,130
2947,1711892643118741,9990,9,0,131
2948,1711892643128744,9990,9,0,132
2949,1711892643138748,9990,9,0,133
2950,1711892643148753,9990,9,0,134
2951,1711892643158757,9991,8,0,135
2952,1711892643168761,9990,9,0,136
2953,1711892643178764,9990,9,0,137
2954,1711892643188768,9990,9,0,138
2955,1711892643198772,9990,9,0,139
2956,1711892643208775,9990,9,0,140
2957,1711892643218779,9990,9,0,141
2958,1711892643228783,9990,9,0,142
2959,1711892643238787,9990,9,0,143
2960,1711892643248793,9991,9,0,144
2961,1711892643258796,9991,8,0,145
2962,1711892643268800,9990,9,0,146
2963,1711892643278804,9990,9,0,147
2964,1711892643288807,9990,9,0,148
2965,1711892643298811,9990,9,0,149
2966,1711892643308815,9990,9,0,150
2967,1711892643318818,9990,9,0,151
2968,1711892643328822,9991,8,0,152
2969,1711892643338825,9978,21,0,153
2970,1711892643348830,9991,8,0,154
2971,1711892643358834,9988,11,0,155
2972,1711892643368837,9992,7,0,156
2973,1711892643378840,9992,7,0,157
2974,1711892643388843,9992,7,0,158
2975,1711892643398846,9992,7,0,159
2976,1711892643408849,9992,7,0,160
2977,1711892643418852,9992,7,0,161
2978,1711892643428855,9992,7,0,162
2979,1711892643438858,9992,7,0,163
2980,1711892643448862,9992,7,0,164
2981,1711892643458866,9993,6,0,165
2982,1711892643468870,9990,9,0,166
2983,1711892643478873,9990,9,0,167
2984,1711892643488877,9990,9,0,168
2985,1711892643498881,9990,9,0,169
2986,1711892643508885,9990,9,0,170
2987,1711892643518888,9990,9,0,171
2988,1711892643528892,9990,9,0,172
2989,1711892643538896,9990,9,0,173
2990,1711892643548901,9990,9,0,174
2991,1711892643558905,9991,8,0,175
2992,1711892643568909,9990,9,0,176
2993,1711892643578913,9990,9,0,177
2994,1711892643588917,9990,9,0,178
2995,1711892643598921,9990,9,0,179
2996,1711892643608925,9990,9,0,180
2997,1711892643618929,9990,9,0,181
2998,1711892643628932,9990,9,0,182
2999,1711892643638936,9990,9,0,183
3000,1711892643648941,9990,9,0,184
3001,1711892643658945,9991,8,0,185
3002,1711892643668949,9990,9,0,186
3003,1711892643678952,9990,9,0,187
3004,1711892643688956,9990,9,0,188
3005,1711892643698960,9990,9,0,189
3006,1711892643708964,9990,9,0,190
3007,1711892643718967,9990,9,0,191
3008,1711892643728971,9990,9,0,192
3009,1711892643738975,9990,9,0,193
3010,1711892643748980,9990,9,0,194
3011,1711892643758984,9991,8,0,195
3012,1711892643768988,9990,9,0,196
3013,1711892643778992,9990,9,0,197
3014,1711892643788995,9990,9,0,198
3015,1711892643798999,9990,9,0,199
3016,1711892643809003,9990,9,0,200
3017,1711892643819006,9990,9,0,201
3018,1711892643829010,9990,9,0,202
3019,1711892643839014,9990,9,0,203
3020,1711892643849019,9990,9,0,204
3021,1711892643859023,9991,8,0,205
3022,1711892643869027,9990,9,0,206
3023,1711892643879030,9990,9,0,207
3024,1711892643889034,9990,9,0,208
3025,1711892643899038,9990,9,0,209
3026,1711892643909041,9990,9,0,210
3027,1711892643919045,9990,9,0,211
3028,1711892643929049,9990,9,0,212
3029,1711892643939053,9990,9,0,213
3030,1711892643949058,9990,9,0,214
3031,1711892643959061,9991,8,0,215
3032,1711892643969065,9990,9,0,216
3033,1711892643979069,9990,9,0,217
3034,1711892643989073,9990,9,0,218
3035,1711892643999081,9990,9,0,219
3036,1711892644009086,9984,15,0,220
3037,1711892644019092,9990,9,0,221
3038,1711892644029096,9990,9,0,222
3039,1711892644039099,9990,9,0,223
3040,1711892644049106,9990,9,0,224
3041,1711892644059110,9990,9,0,225
3042,1711892644069114,9990,9,0,226
3043,1711892644079118,9990,9,0,227
3044,1711892644089122,9991,8,0,228
3045,1711892644099126,9990,9,0,229
3046,1711892644109130,9990,9,0,230
3047,1711892644119134,9990,9,0,231
3048,1711892644129138,9990,9,0,232
3049,1711892644139141,9990,9,0,233
3050,1711892644149147,9990,9,0,234
3051,1711892644159151,9990,9,0,235
3052,1711892644169154,9991,8,0,236
3053,1711892644179159,9990,9,0,237
3054,1711892644189163,9990,9,0,238
3055,1711892644199166,9990,9,0,239
3056,1711892644209170,9990,9,0,240
3057,1711892644219174,9990,9,0,241
3058,1711892644229178,9990,9,0,242
3059,1711892644239181,9990,9,0,243
3060,1711892644249186,9990,9,0,244
3061,1711892644259190,9991,8,0,245
3062,1711892644269194,9990,9,0,246
3063,1711892644279198,9990,9,0,247
3064,1711892644289202,9990,9,0,248
3065,1711892644299206,9990,9,0,249
3066,1711892644309209,9990,9,0,250
3067,1711892644319213,9990,9,0,251
3068,1711892644329217,9990,9,0,252
3069,1711892644339221,9990,9,0,253
3070,1711892644349226,9990,9,0,254
3071,1711892644359229,9991,8,0,255
3072,1711892644369233,9990,9,0,0
3073,1711892644379237,9990,9,0,1
3074,1711892644389241,9990,9,0,2
3075,1711892644399245,9990,9,0,3
3076,1711892644409248,9990,9,0,4
3077,1711892644419252,9990,9,0,5
3078,1711892644429256,9990,9,0,6
3079,1711892644439260,9990,9,0,7
3080,1711892644449265,9990,9,0,8
3081,1711892644459269,9991,8,0,9
3082,1711892644469272,9990,9,0,10
3083,1711892644479276,9990,9,0,11
3084,1711892644489280,9990,9,0,12
3085,1711892644499284,9990,9,0,13
3086,1711892644509287,9990,9,0,14
3087,1711892644519291,9990,9,0,15
3088,1711892644529295,9990,9,0,16
3089,1711892644539298,9990,9,0,17
3090,1711892644549303,9990,9,0,18
3091,1711892644559307,9991,8,0,19
3092,1711892644569311,9990,9,0,20
3093,1711892644579315,9990,9,0,21
3094,1711892644589319,9990,9,0,22
3095,1711892644599322,9990,9,0,23
3096,1711892644609326,9990,9,0,24
3097,1711892644619330,9990,9,0,25
3098,1711892644629334,9990,9,0,26
3099,1711892644639337,9990,9,0,27
3100,1711892644649342,9990,9,0,28
3101,1711892644659346,9991,8,0,29
3102,1711892644669350,9990,9,0,30
3103,1711892644679354,9990,9,0,31
3104,1711892644689357,9990,9,0,32
3105,1711892644699361,9990,9,0,33
3106,1711892644709365,9990,9,0,34
3107,1711892644719369,9990,9,0,35
3108,1711892644729372,9990,9,0,36
3109,1711892644739376,9990,9,0,37
3110,1711892644749381,9990,9,0,38
3111,1711892644759385,9991,8,0,39
3112,1711892644769389,9990,9,0,40
3113,1711892644779392,9990,9,0,41
3114,1711892644789396,9990,9,0,42
3115,1711892644799400,9990,9,0,43
3116,1711892644809404,9991,8,0,44
3117,1711892644819408,9990,9,0,45
3118,1711892644829411,9990,9,0,46
3119,1711892644839415,9990,9,0,47
3120,1711892644849420,9990,9,0,48
3121,1711892644859424,9991,8,0,49
3122,1711892644869428,9990,9,0,50
3123,1711892644879432,9990,9,0,51
3124,1711892644889436,9991,8,0,52
3125,1711892644899439,9990,9,0,53
3126,1711892644909443,9990,9,0,54
3127,1711892644919447,9990,9,0,55
3128,1711892644929451,9990,9,0,56
3129,1711892644939454,9990,9,0,57
3130,1711892644949459,9990,9,0,58
3131,1711892644959463,9991,8,0,59
3132,1711892644969467,9990,9,0,60
3133,1711892644979471,9990,9,0,61
3134,1711892644989474,9990,9,0,62
3135,1711892644999478,9990,9,0,63
3136,1711892645009482,9990,9,0,64
3137,1711892645019486,9990,9,0,65
3138,1711892645029490,9990,9,0,66
3139,1711892645039493,9990,9,0,67
3140,1711892645049498,9990,9,0,68
3141,1711892645059502,9991,8,0,69
3142,1711892645069506,9990,9,0,70
3143,1711892645079510,9990,9,0,71
3144,1711892645089513,9990,9,0,72
3145,1711892645099517,9990,9,0,73
3146,1711892645109521,9990,9,0,74
3147,1711892645119525,9990,9,0,75
3148,1711892645129529,9990,9,0,76
3149,1711892645139533,9990,9,0,77
3150,1711892645149538,9990,9,0,78
3151,1711892645159541,9991,8,0,79
3152,1711892645169545,9990,9,0,80
3153,1711892645179549,9990,9,0,81
3154,1711892645189553,9990,9,0,82
3155,1711892645199556,9990,9,0,83
3156,1711892645209560,9990,9,0,84
3157,1711892645219564,9990,9,0,85
3158,1711892645229568,9990,9,0,86
3159,1711892645239572,9990,9,0,87
3160,1711892645249577,9990,9,0,88
3161,1711892645259581,9991,9,0,89
3162,1711892645269584,9990,9,0,90
3163,1711892645279588,9990,9,0,91
3164,1711892645289592,9990,9,0,92
3165,1711892645299596,9990,9,0,93
3166,1711892645309600,9990,9,0,94
3167,1711892645319604,9990,9,0,95
3168,1711892645329607,9990,9,0,96
3169,1711892645339611,9990,9,0,97
3170,1711892645349616,9990,9,0,98
3171,1711892645359620,9991,8,0,99
3172,1711892645369624,9990,9,0,100
3173,1711892645379627,9990,9,0,101
3174,1711892645389631,9990,9,0,102
3175,1711892645399635,9990,9,0,103
3176,1711892645409639,9990,9,0,104
3177,1711892645419643,9990,9,0,105
3178,1711892645429646,9990,9,0,106
3179,1711892645439650,9990,9,0,107
3180,1711892645449655,9990,9,0,108
3181,1711892645459659,9991,8,0,109
3182,1711892645469663,9990,9,0,110
3183,1711892645479666,9990,9,0,111
3184,1711892645489670,9990,9,0,112
3185,1711892645499677,9990,9,0,113
3186,1711892645509683,9985,14,0,114
3187,1711892645519687,9990,9,0,115
3188,1711892645529691,9990,9,0,116
3189,1711892645539695,9990,9,0,117
3190,1711892645549702,9990,9,0,118
3191,1711892645559706,9990,9,0,119
3192,1711892645569710,9990,9,0,120
3193,1711892645579714,9990,9,0,121
3194,1711892645589718,9990,9,0,122
3195,1711892645599722,9990,9,0,123
3196,1711892645609726,9990,9,0,124
3197,1711892645619730,9990,9,0,125
3198,1711892645629734,9990,9,0,126
3199,1711892645639738,9990,9,0,127
3200,1711892645649743,9991,8,0,128
3201,1711892645659747,9990,9,0,129
3202,1711892645669751,9990,9,0,130
3203,1711892645679754,9990,9,0,131
3204,1711892645689758,9990,9,0,132
3205,1711892645699762,9990,9,0,133
3206,1711892645709766,9990,9,0,134
3207,1711892645719769,9990,9,0,135
3208,1711892645729773,9990,9,0,136
3209,1711892645739777,9990,9,0,137
3210,1711892645749782,9990,9,0,138
3211,1711892645759785,9991,8,0,139
3212,1711892645769789,9990,9,0,140
3213,1711892645779793,9990,9,0,141
3214,1711892645789797,9990,9,0,142
3215,1711892645799800,9990,9,0,143
3216,1711892645809805,9990,9,0,144
3217,1711892645819808,9990,9,0,145
3218,1711892645829812,9990,9,0,146
3219,1711892645839816,9990,9,0,147
3220,1711892645849821,9990,9,0,148
3221,1711892645859825,9991,8,0,149
3222,1711892645869828,9990,9,0,150
3223,1711892645879832,9990,9,0,151
3224,1711892645889836,9990,9,0,152
3225,1711892645899840,9990,9,0,153
3226,1711892645909844,9990,9,0,154
3227,1711892645919847,9990,9,0,155
3228,1711892645929851,9990,9,0,156
3229,1711892645939855,9990,9,0,157
3230,1711892645949860,9990,9,0,158
3231,1711892645959863,9991,8,0,159
3232,1711892645969867,9990,9,0,160
3233,1711892645979871,9990,9,0,161
3234,1711892645989875,9990,9,0,162
3235,1711892645999878,9990,9,0,163
3236,1711892646009882,9990,9,0,164
3237,1711892646019886,9990,9,0,165
3238,1711892646029890,9990,9,0,166
3239,1711892646039893,9990,9,0,167
3240,1711892646049898,9990,9,0,168
3241,1711892646059902,9991,8,0,169
3242,1711892646069906,9990,9,0,170
3243,1711892646079910,9990,9,0,171
3244,1711892646089913,9990,9,0,172
3245,1711892646099917,9990,9,0,173
3246,1711892646109921,9990,9,0,174
3247,1711892646119925,9990,9,0,175
3248,1711892646129929,9990,9,0,176
3249,1711892646139933,9990,9,0,177
3250,1711892646149938,9990,9,0,178
3251,1711892646159941,9991,8,0,179
3252,1711892646169945,9990,9,0,180
3253,1711892646179949,9990,9,0,181
3254,1711892646189953,9990,9,0,182
3255,1711892646199957,9990,9,0,183
3256,1711892646209961,9990,9,0,184
3257,1711892646219964,9990,9,0,185
3258,1711892646229968,9990,9,0,186
3259,1711892646239972,9990,9,0,187
3260,1711892646249977,9990,9,0,188
3261,1711892646259980,9991,8,0,189
3262,1711892646269984,9990,9,0,190
3263,1711892646279988,9990,9,0,191
3264,1711892646289992,9990,9,0,192
3265,1711892646299995,9990,9,0,193
3266,1711892646309999,9990,9,0,194
3267,1711892646320004,9990,9,0,195
3268,1711892646330007,9990,9,0,196
3269,1711892646340011,9990,9,0,197
3270,1711892646350016,9990,9,0,198
3271,1711892646360020,9991,8,0,199
3272,1711892646370023,9990,9,0,200
3273,1711892646380027,9990,9,0,201
3274,1711892646390031,9990,9,0,202
3275,1711892646400035,9990,9,0,203
3276,1711892646410038,9990,9,0,204
3277,1711892646420043,9990,9,0,205
3278,1711892646430046,9990,9,0,206
3279,1711892646440050,9990,9,0,207
3280,1711892646450055,9990,9,0,208
3281,1711892646460059,9991,8,0,209
3282,1711892646470063,9990,9,0,210
3283,1711892646480067,9990,9,0,211
3284,1711892646490070,9990,9,0,212
3285,1711892646500074,9990,9,0,213
3286,1711892646510078,9990,9,0,214
3287,1711892646520081,9990,9,0,215
3288,1711892646530085,9990,9,0,216
3289,1711892646540089,9990,9,0,217
3290,1711892646550094,9990,9,0,218
3291,1711892646560098,9991,8,0,219
3292,1711892646570101,9990,9,0,220
3293,1711892646580105,9990,9,0,221
3294,1711892646590109,9990,9,0,222
3295,1711892646600113,9990,9,0,223
3296,1711892646610116,9990,9,0,224
3297,1711892646620120,9990,9,0,225
3298,1711892646630124,9990,9,0,226
3299,1711892646640128,9990,9,0,227
3300,1711892646650132,9990,9,0,228
3301,1711892646660136,9990,9,0,229
3302,1711892646670140,9990,9,0,230
3303,1711892646680144,9990,9,0,231
3304,1711892646690147,9990,9,0,232
3305,1711892646700151,9990,9,0,233
3306,1711892646710155,9990,9,0,234
3307,1711892646720159,9990,9,0,235
3308,1711892646730162,9990,9,0,236
3309,1711892646740166,9990,9,0,237
3310,1711892646750171,9990,9,0,238
3311,1711892646760175,9991,8,0,239
3312,1711892646770179,9990,9,0,240
3313,1711892646780182,9990,9,0,241
3314,1711892646790186,9990,9,0,242
3315,1711892646800190,9990,9,0,243
3316,1711892646810194,9990,9,0,244
3317,1711892646820197,9990,9,0,245
3318,1711892646830201,9990,9,0,246
3319,1711892646840205,9990,9,0,247
3320,1711892646850210,9990,9,0,248
3321,1711892646860214,9990,9,0,249
3322,1711892646870217,9990,9,0,250
3323,1711892646880221,9990,9,0,251
3324,1711892646890227,9990,9,0,252
3325,1711892646900234,9987,12,0,253
3326,1711892646910239,9987,12,0,254
3327,1711892646920243,9990,9,0,255
3328,1711892646930247,9990,9,0,0
3329,1711892646940251,9990,9,0,1
3330,1711892646950256,9990,9,0,2
3331,1711892646960260,9990,9,0,3
3332,1711892646970264,9990,9,0,4
3333,1711892646980268,9990,9,0,5
3334,1711892646990272,9990,9,0,6
3335,1711892647000276,9990,9,0,7
3336,1711892647010284,9990,9,0,8
3337,1711892647020288,9983,16,0,9
3338,1711892647030293,9989,10,0,10
3339,1711892647040297,9990,9,0,11
3340,1711892647050303,9991,8,0,12
3341,1711892647060307,9984,15,0,13
3342,1711892647070311,9990,9,0,14
3343,1711892647080315,9990,9,0,15
3344,1711892647090319,9991,8,0,16
3345,1711892647100323,9990,9,0,17
3346,1711892647110327,9990,9,0,18
3347,1711892647120331,9990,9,0,19
3348,1711892647130335,9990,9,0,20
3349,1711892647140339,9990,9,0,21
3350,1711892647150344,9990,9,0,22
3351,1711892647160348,9990,9,0,23
3352,1711892647170352,9990,9,0,24
3353,1711892647180356,9990,9,0,25
3354,1711892647190360,9991,8,0,26
3355,1711892647200363,9990,9,0,27
3356,1711892647210367,9990,9,0,28
3357,1711892647220371,9990,9,0,29
3358,1711892647230374,9990,9,0,30
3359,1711892647240379,9990,9,0,31
3360,1711892647250384,9990,9,0,32
3361,1711892647260387,9991,8,0,33
3362,1711892647270391,9990,9,0,34
3363,1711892647280395,9990,9,0,35
3364,1711892647290399,9990,9,0,36
3365,1711892647300402,9990,9,0,37
3366,1711892647310406,9990,9,0,38
3367,1711892647320410,9990,9,0,39
3368,1711892647330414,9990,9,0,40
3369,1711892647340417,9990,9,0,41
3370,1711892647350422,9990,9,0,42
3371,1711892647360426,9990,9,0,43
3372,1711892647370430,9990,9,0,44
3373,1711892647380434,9990,9,0,45
3374,1711892647390438,9990,9,0,46
3375,1711892647400441,9990,9,0,47
3376,1711892647410445,9990,9,0,48
3377,1711892647420449,9990,9,0,49
3378,1711892647430452,9990,9,0,50
3379,1711892647440456,9990,9,0,51
3380,1711892647450461,9990,9,0,52
3381,1711892647460465,9991,8,0,53
3382,1711892647470469,9990,9,0,54
3383,1711892647480473,9990,9,0,55
3384,1711892647490476,9991,8,0,56
3385,1711892647500480,9990,9,0,57
3386,1711892647510484,9990,9,0,58
3387,1711892647520487,9990,9,0,59
3388,1711892647530491,9991,8,0,60
3389,1711892647540495,9991,8,0,61
3390,1711892647550500,9990,9,0,62
3391,1711892647560504,9991,8,0,63
3392,1711892647570508,9990,9,0,64
3393,1711892647580512,9989,10,0,65
3394,1711892647590516,9990,9,0,66
3395,1711892647600520,9990,9,0,67
3396,1711892647610524,9990,9,0,68
3397,1711892647620528,9990,9,0,69
3398,1711892647630532,9990,9,0,70
3399,1711892647640536,9990,9,0,71
3400,1711892647650541,9990,9,0,72
3401,1711892647660544,9991,8,0,73
3402,1711892647670548,9990,9,0,74
3403,1711892647680552,9990,9,0,75
3404,1711892647690556,9990,9,0,76
3405,1711892647700559,9990,9,0,77
3406,1711892647710563,9991,8,0,78
3407,1711892647720567,9990,9,0,79
3408,1711892647730571,9991,8,0,80
3409,1711892647740574,9990,9,0,81
3410,1711892647750580,9991,8,0,82
3411,1711892647760583,9991,8,0,83
3412,1711892647770587,9990,9,0,84
3413,1711892647780591,9990,9,0,85
3414,1711892647790595,9991,8,0,86
3415,1711892647800598,9990,9,0,87
3416,1711892647810602,9991,8,0,88
3417,1711892647820606,9991,9,0,89
3418,1711892647830609,9991,8,0,90
3419,1711892647840613,9990,9,0,91
3420,1711892647850618,9991,8,0,92
3421,1711892647860622,9991,8,0,93
3422,1711892647870626,9990,9,0,94
3423,1711892647880630,9990,9,0,95
3424,1711892647890633,9990,9,0,96
3425,1711892647900638,9990,9,0,97
3426,1711892647910641,9990,9,0,98
3427,1711892647920646,9990,9,0,99
3428,1711892647930649,9990,9,0,100
3429,1711892647940653,9990,9,0,101
3430,1711892647950658,9990,9,0,102
3431,1711892647960662,9991,8,0,103
3432,1711892647970666,9990,9,0,104
3433,1711892647980670,9990,9,0,105
3434,1711892647990673,9990,9,0,106
3435,1711892648000677,9990,9,0,107
3436,1711892648010681,9990,9,0,108
3437,1711892648020684,9990,9,0,109
3438,1711892648030688,9990,9,0,110
3439,1711892648040692,9990,9,0,111
3440,1711892648050697,9990,9,0,112
3441,1711892648060701,9990,9,0,113
3442,1711892648070704,9990,9,0,114
3443,1711892648080708,9990,9,0,115
3444,1711892648090712,9990,9,0,116
3445,1711892648100715,9990,9,0,117
3446,1711892648110719,9990,9,0,118
3447,1711892648120723,9990,9,0,119
3448,1711892648130727,9990,9,0,120
3449,1711892648140730,9990,9,0,121
3450,1711892648150736,9990,9,0,122
3451,1711892648160740,9991,8,0,123
3452,1711892648170743,9990,9,0,124
3453,1711892648180747,9990,9,0,125
3454,1711892648190751,9990,9,0,126
3455,1711892648200754,9990,9,0,127
3456,1711892648210758,9990,9,0,128
3457,1711892648220762,9990,9,0,129
3458,1711892648230766,9990,9,0,130
3459,1711892648240769,9990,9,0,131
3460,1711892648250774,9990,9,0,132
3461,1711892648260778,9991,8,0,133
3462,1711892648270782,9990,9,0,134
3463,1711892648280785,9990,9,0,135
3464,1711892648290789,9990,9,0,136
3465,1711892648300793,9990,9,0,137
3466,1711892648310796,9990,9,0,138
3467,1711892648320800,9990,9,0,139
3468,1711892648330804,9990,9,0,140
3469,1711892648340808,9990,9,0,141
3470,1711892648350812,9990,9,0,142
3471,1711892648360816,9990,9,0,143
3472,1711892648370821,9990,9,0,144
3473,1711892648380824,9990,9,0,145
3474,1711892648390828,9990,9,0,146
3475,1711892648400832,9990,9,0,147
3476,1711892648410835,9990,9,0,148
3477,1711892648420839,9990,9,0,149
3478,1711892648430842,9990,9,0,150
3479,1711892648440846,9990,9,0,151
3480,1711892648450851,9990,9,0,152
3481,1711892648460855,9981,18,0,153
3482,1711892648470859,9990,9,0,154
3483,1711892648480863,9990,9,0,155
3484,1711892648490867,9990,9,0,156
3485,1711892648500870,9990,9,0,157
3486,1711892648510879,9990,9,0,158
3487,1711892648520884,9984,15,0,159
3488,1711892648530888,9990,9,0,160
3489,1711892648540891,9990,9,0,161
3490,1711892648550897,9990,9,0,162
3491,1711892648560901,9991,8,0,163
3492,1711892648570905,9990,9,0,164
3493,1711892648580909,9990,9,0,165
3494,1711892648590912,9990,9,0,166
3495,1711892648600916,9990,9,0,167
3496,1711892648610919,9990,9,0,168
3497,1711892648620923,9990,9,0,169
3498,1711892648630927,9990,9,0,170
3499,1711892648640930,9990,9,0,171
3500,1711892648650935,9990,9,0,172
3501,1711892648660939,9990,9,0,173
3502,1711892648670943,9990,9,0,174
3503,1711892648680947,9990,9,0,175
3504,1711892648690950,9990,9,0,176
3505,1711892648700954,9990,9,0,177
3506,1711892648710957,9990,9,0,178
3507,1711892648720961,9990,9,0,179
3508,1711892648730965,9990,9,0,180
3509,1711892648740968,9990,9,0,181
3510,1711892648750973,9990,9,0,182
3511,1711892648760977,9991,8,0,183
3512,1711892648770981,9990,9,0,184
3513,1711892648780984,9990,9,0,185
3514,1711892648790988,9990,9,0,186
3515,1711892648800992,9990,9,0,187
3516,1711892648810995,9990,9,0,188
3517,1711892648820999,9990,9,0,189
3518,1711892648831002,9990,9,0,190
3519,1711892648841006,9990,9,0,191
